"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"117","In Italy’s orange belt, a crash in citrus prices is colliding with Europe’s migration crisis.… https://t.co/bccgAu51kc",FALSE,40,NA,2017-02-03 09:39:38,TRUE,NA,"827451471004319745",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",27,FALSE,FALSE,NA,NA
"118","Bank of Japan boosts government-bond buys by $6 billion after volatile morning https://t.co/pwPZpz4jh9",FALSE,43,NA,2017-02-03 09:26:04,FALSE,NA,"827448055423180800",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",38,FALSE,FALSE,NA,NA
"119","Indonesian official calls Donald Trump’s immigration ban a mistake  https://t.co/qTMJZXim3G",FALSE,130,NA,2017-02-03 09:22:18,FALSE,NA,"827447106390618112",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",92,FALSE,FALSE,NA,NA
"120","What we're cooking this weekend: Pan-fried lentil cakes in just 30 minutes https://t.co/fDRl9uBP94",FALSE,64,NA,2017-02-03 09:06:37,FALSE,NA,"827443163111518211",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",31,FALSE,FALSE,NA,NA
"121","Sharp posts first quarterly profit in more than two years https://t.co/ubP3lDwfLo",FALSE,30,NA,2017-02-03 08:53:05,FALSE,NA,"827439755159863296",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",16,FALSE,FALSE,NA,NA
"122","New Israeli settlements ‘may not be helpful’ for Middle East peace, White House says https://t.co/9YVoJ2ehbg",FALSE,66,NA,2017-02-03 08:45:07,FALSE,NA,"827437749523382273",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",65,FALSE,FALSE,NA,NA
"123","Trump plans to undo Dodd-Frank law, fiduciary rule https://t.co/3rByUN7eAE",FALSE,108,NA,2017-02-03 08:35:02,FALSE,NA,"827435213500334080",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",123,FALSE,FALSE,NA,NA
"124","New CIA deputy oversaw controversial interrogation operations https://t.co/8FGc6NpEJM",FALSE,43,NA,2017-02-03 08:30:43,FALSE,NA,"827434128656199680",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",59,FALSE,FALSE,NA,NA
"125","U.S. hasn’t released travel ban detainee list, lawyers say https://t.co/Joy40y8Mkl",FALSE,50,NA,2017-02-03 08:27:10,FALSE,NA,"827433232606060544",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",76,FALSE,FALSE,NA,NA
"126","A new prototype for eyeglasses might one day let middle-aged readers throw away their bifocals and neck chains. https://t.co/yQ0dWkGM8m",FALSE,54,NA,2017-02-03 08:14:50,FALSE,NA,"827430129521549312",NA,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","WSJ",32,FALSE,FALSE,NA,NA
